## SLURM PROLOG ###############################################################
##    Job ID : 3676260
##  Job Name : pinn_re40_pt
##  Nodelist : gpu2262
##      CPUs : 
##  Mem/Node : 131072 MB
## Directory : /oscar/home/jchen790/cylinder flow lab
##   Job Started : Mon Jul  6 10:33:30 PM EDT 2026
###############################################################################
[OK] _optimize._minimize_bfgs loaded — SSBroyden / SSBFGS variants available
Loaded Re40.vtk  cells=8234
Model: width=96, depth=5, params=38018
Loss weights: adaptive during Adam, frozen during BFGS
Cylinder no-slip: enforced hard through stream-function lifting
CFD-aware PDE residual: n_cfd_pde=8000, lambda_pde_cfd=1.0
[PT  ] pseudo-time stepping ENABLED  w_init=1.0  ema=0.9
  [PT] w=2.7977  (raw=2.6576  ‖ΔR‖=1.314e+01  ‖Δu‖=4.943e+00)
  [PT] w=2.8417  (raw=3.2374  ‖ΔR‖=3.355e+01  ‖Δu‖=1.036e+01)
  [PT] w=2.9403  (raw=3.8281  ‖ΔR‖=2.528e+01  ‖Δu‖=6.603e+00)
  [PT] w=2.8727  (raw=2.2641  ‖ΔR‖=1.119e+01  ‖Δu‖=4.944e+00)
  [PT] w=2.8674  (raw=2.8198  ‖ΔR‖=2.058e+01  ‖Δu‖=7.300e+00)
  [PT] w=3.0785  (raw=4.9788  ‖ΔR‖=2.673e+01  ‖Δu‖=5.368e+00)
  [PT] w=3.1222  (raw=3.5154  ‖ΔR‖=1.401e+01  ‖Δu‖=3.985e+00)
  [PT] w=3.0448  (raw=2.3475  ‖ΔR‖=1.335e+01  ‖Δu‖=5.688e+00)
  [PT] w=3.0689  (raw=3.2864  ‖ΔR‖=1.845e+01  ‖Δu‖=5.613e+00)
  [PT] w=3.0001  (raw=2.3809  ‖ΔR‖=2.017e+01  ‖Δu‖=8.472e+00)
  [PT] w=2.8855  (raw=1.8536  ‖ΔR‖=1.192e+01  ‖Δu‖=6.432e+00)
  [PT] w=2.8068  (raw=2.0988  ‖ΔR‖=7.445e+00  ‖Δu‖=3.547e+00)
[Adam] ep= 1380  total=1.675e-01  PDE=2.477e-02 [colloc=1.822e-02, cfd=6.544e-03] (w=2.977)  IN=1.109e-02 (w=0.932)  TB=4.590e-03 (w=0.696)  WALL=1.016e-16 (w=0.200)  OUT=1.283e-03 (w=0.385)  DATA=1.597e-02 (w=4.994)
  [PT] w=2.7182  (raw=1.9204  ‖ΔR‖=1.930e+01  ‖Δu‖=1.005e+01)
  [PT] w=2.6134  (raw=1.6709  ‖ΔR‖=1.642e+01  ‖Δu‖=9.827e+00)
  [PT] w=2.6094  (raw=2.5733  ‖ΔR‖=9.667e+00  ‖Δu‖=3.757e+00)
  [PT] w=2.5631  (raw=2.1461  ‖ΔR‖=1.659e+01  ‖Δu‖=7.728e+00)
  [PT] w=2.5117  (raw=2.0496  ‖ΔR‖=2.063e+01  ‖Δu‖=1.007e+01)
  [PT] w=2.5081  (raw=2.4754  ‖ΔR‖=9.031e+00  ‖Δu‖=3.648e+00)
  [PT] w=2.5529  (raw=2.9560  ‖ΔR‖=1.472e+01  ‖Δu‖=4.979e+00)
  [PT] w=2.4762  (raw=1.7856  ‖ΔR‖=1.845e+01  ‖Δu‖=1.033e+01)
  [PT] w=2.5250  (raw=2.9645  ‖ΔR‖=1.453e+01  ‖Δu‖=4.903e+00)
  [PT] w=2.5102  (raw=2.3768  ‖ΔR‖=9.917e+00  ‖Δu‖=4.172e+00)
  [PT] w=2.4275  (raw=1.6834  ‖ΔR‖=1.404e+01  ‖Δu‖=8.337e+00)
  [PT] w=2.5107  (raw=3.2590  ‖ΔR‖=1.805e+01  ‖Δu‖=5.539e+00)
  [PT] w=2.6160  (raw=3.5646  ‖ΔR‖=7.169e+00  ‖Δu‖=2.011e+00)
  [PT] w=2.5079  (raw=1.5347  ‖ΔR‖=6.640e+00  ‖Δu‖=4.327e+00)
  [PT] w=2.5127  (raw=2.5560  ‖ΔR‖=1.738e+01  ‖Δu‖=6.800e+00)
  [PT] w=2.6086  (raw=3.4716  ‖ΔR‖=7.684e+00  ‖Δu‖=2.213e+00)
  [PT] w=2.5324  (raw=1.8469  ‖ΔR‖=7.266e+00  ‖Δu‖=3.934e+00)
  [PT] w=2.5548  (raw=2.7558  ‖ΔR‖=1.759e+01  ‖Δu‖=6.382e+00)
  [PT] w=2.6060  (raw=3.0672  ‖ΔR‖=5.921e+00  ‖Δu‖=1.931e+00)
  [PT] w=2.5793  (raw=2.3388  ‖ΔR‖=9.763e+00  ‖Δu‖=4.174e+00)
[Adam] ep= 1400  total=1.411e-01  PDE=2.815e-02 [colloc=2.075e-02, cfd=7.396e-03] (w=2.743)  IN=6.407e-03 (w=0.992)  TB=3.587e-03 (w=0.802)  WALL=5.408e-16 (w=0.200)  OUT=5.012e-03 (w=0.578)  DATA=9.941e-03 (w=5.208)
  [PT] w=2.5836  (raw=2.6220  ‖ΔR‖=1.861e+01  ‖Δu‖=7.097e+00)
  [PT] w=2.5146  (raw=1.8939  ‖ΔR‖=6.828e+00  ‖Δu‖=3.606e+00)
  [PT] w=2.5231  (raw=2.5993  ‖ΔR‖=8.415e+00  ‖Δu‖=3.238e+00)
  [PT] w=2.5110  (raw=2.4026  ‖ΔR‖=1.685e+01  ‖Δu‖=7.012e+00)
  [PT] w=2.4056  (raw=1.4563  ‖ΔR‖=5.699e+00  ‖Δu‖=3.913e+00)
  [PT] w=2.4884  (raw=3.2344  ‖ΔR‖=9.402e+00  ‖Δu‖=2.907e+00)
  [PT] w=2.4508  (raw=2.1123  ‖ΔR‖=1.676e+01  ‖Δu‖=7.934e+00)
  [PT] w=2.3588  (raw=1.5310  ‖ΔR‖=6.748e+00  ‖Δu‖=4.407e+00)
  [PT] w=2.3651  (raw=2.4213  ‖ΔR‖=1.248e+01  ‖Δu‖=5.154e+00)
  [PT] w=2.3075  (raw=1.7893  ‖ΔR‖=1.374e+01  ‖Δu‖=7.680e+00)
  [PT] w=2.2188  (raw=1.4203  ‖ΔR‖=9.873e+00  ‖Δu‖=6.952e+00)
  [PT] w=2.2679  (raw=2.7100  ‖ΔR‖=1.162e+01  ‖Δu‖=4.288e+00)
  [PT] w=2.2089  (raw=1.6777  ‖ΔR‖=1.244e+01  ‖Δu‖=7.414e+00)
  [PT] w=2.2087  (raw=2.2067  ‖ΔR‖=1.180e+01  ‖Δu‖=5.346e+00)
  [PT] w=2.2253  (raw=2.3755  ‖ΔR‖=9.686e+00  ‖Δu‖=4.078e+00)
  [PT] w=2.1853  (raw=1.8244  ‖ΔR‖=1.487e+01  ‖Δu‖=8.150e+00)
  [PT] w=2.2529  (raw=2.8616  ‖ΔR‖=8.015e+00  ‖Δu‖=2.801e+00)
  [PT] w=2.2026  (raw=1.7501  ‖ΔR‖=1.235e+01  ‖Δu‖=7.055e+00)
  [PT] w=2.2905  (raw=3.0820  ‖ΔR‖=1.695e+01  ‖Δu‖=5.499e+00)
  [PT] w=2.3985  (raw=3.3699  ‖ΔR‖=1.047e+01  ‖Δu‖=3.107e+00)
[Adam] ep= 1420  total=1.135e-01  PDE=1.937e-02 [colloc=1.708e-02, cfd=2.292e-03] (w=2.600)  IN=5.078e-03 (w=0.942)  TB=2.664e-03 (w=0.767)  WALL=6.765e-16 (w=0.200)  OUT=6.974e-03 (w=0.925)  DATA=9.668e-03 (w=5.157)
  [PT] w=2.3770  (raw=2.1839  ‖ΔR‖=1.354e+01  ‖Δu‖=6.200e+00)
  [PT] w=2.4637  (raw=3.2435  ‖ΔR‖=2.078e+01  ‖Δu‖=6.406e+00)
  [PT] w=2.5003  (raw=2.8302  ‖ΔR‖=9.327e+00  ‖Δu‖=3.296e+00)
  [PT] w=2.4151  (raw=1.6481  ‖ΔR‖=1.220e+01  ‖Δu‖=7.401e+00)
  [PT] w=2.3920  (raw=2.1841  ‖ΔR‖=1.841e+01  ‖Δu‖=8.427e+00)
  [PT] w=2.3699  (raw=2.1712  ‖ΔR‖=1.174e+01  ‖Δu‖=5.406e+00)
  [PT] w=2.2994  (raw=1.6649  ‖ΔR‖=1.023e+01  ‖Δu‖=6.148e+00)
  [PT] w=2.2890  (raw=2.1949  ‖ΔR‖=1.774e+01  ‖Δu‖=8.082e+00)
  [PT] w=2.2923  (raw=2.3219  ‖ΔR‖=1.096e+01  ‖Δu‖=4.721e+00)
  [PT] w=2.3136  (raw=2.5052  ‖ΔR‖=1.423e+01  ‖Δu‖=5.682e+00)
  [PT] w=2.3011  (raw=2.1894  ‖ΔR‖=1.491e+01  ‖Δu‖=6.810e+00)
  [PT] w=2.3007  (raw=2.2971  ‖ΔR‖=1.272e+01  ‖Δu‖=5.539e+00)
  [PT] w=2.2303  (raw=1.5967  ‖ΔR‖=1.057e+01  ‖Δu‖=6.621e+00)
  [PT] w=2.2239  (raw=2.1655  ‖ΔR‖=1.513e+01  ‖Δu‖=6.986e+00)
  [PT] w=2.1334  (raw=1.3189  ‖ΔR‖=8.657e+00  ‖Δu‖=6.564e+00)
  [PT] w=2.0645  (raw=1.4443  ‖ΔR‖=1.222e+01  ‖Δu‖=8.462e+00)
  [PT] w=2.0673  (raw=2.0930  ‖ΔR‖=1.343e+01  ‖Δu‖=6.419e+00)
  [PT] w=2.0745  (raw=2.1394  ‖ΔR‖=1.219e+01  ‖Δu‖=5.698e+00)
  [PT] w=2.0152  (raw=1.4815  ‖ΔR‖=1.183e+01  ‖Δu‖=7.984e+00)
  [PT] w=2.0495  (raw=2.3577  ‖ΔR‖=1.106e+01  ‖Δu‖=4.689e+00)
[Adam] ep= 1440  total=1.002e-01  PDE=1.633e-02 [colloc=1.435e-02, cfd=1.975e-03] (w=2.604)  IN=3.165e-03 (w=0.915)  TB=2.144e-03 (w=0.689)  WALL=4.301e-16 (w=0.200)  OUT=3.707e-03 (w=1.003)  DATA=9.607e-03 (w=5.165)
  [PT] w=1.9702  (raw=1.2570  ‖ΔR‖=1.035e+01  ‖Δu‖=8.232e+00)
  [PT] w=1.9539  (raw=1.8068  ‖ΔR‖=1.166e+01  ‖Δu‖=6.452e+00)
  [PT] w=1.8928  (raw=1.3429  ‖ΔR‖=7.341e+00  ‖Δu‖=5.466e+00)
  [PT] w=1.9091  (raw=2.0562  ‖ΔR‖=1.645e+01  ‖Δu‖=8.001e+00)
  [PT] w=1.9331  (raw=2.1493  ‖ΔR‖=6.633e+00  ‖Δu‖=3.086e+00)
  [PT] w=1.9159  (raw=1.7608  ‖ΔR‖=1.102e+01  ‖Δu‖=6.256e+00)
  [PT] w=1.9276  (raw=2.0326  ‖ΔR‖=1.741e+01  ‖Δu‖=8.568e+00)
  [PT] w=1.9390  (raw=2.0415  ‖ΔR‖=8.630e+00  ‖Δu‖=4.228e+00)
  [PT] w=1.8956  (raw=1.5054  ‖ΔR‖=1.269e+01  ‖Δu‖=8.427e+00)
  [PT] w=1.9712  (raw=2.6512  ‖ΔR‖=2.417e+01  ‖Δu‖=9.115e+00)
  [PT] w=2.0131  (raw=2.3907  ‖ΔR‖=6.842e+00  ‖Δu‖=2.862e+00)
  [PT] w=2.0531  (raw=2.4127  ‖ΔR‖=1.644e+01  ‖Δu‖=6.816e+00)
  [PT] w=2.0386  (raw=1.9087  ‖ΔR‖=1.519e+01  ‖Δu‖=7.960e+00)
  [PT] w=2.1396  (raw=3.0483  ‖ΔR‖=8.039e+00  ‖Δu‖=2.637e+00)
  [PT] w=2.0649  (raw=1.3927  ‖ΔR‖=1.267e+01  ‖Δu‖=9.100e+00)
  [PT] w=2.1100  (raw=2.5156  ‖ΔR‖=1.482e+01  ‖Δu‖=5.892e+00)
  [PT] w=2.1402  (raw=2.4124  ‖ΔR‖=1.205e+01  ‖Δu‖=4.993e+00)
  [PT] w=2.1247  (raw=1.9845  ‖ΔR‖=1.410e+01  ‖Δu‖=7.107e+00)
  [PT] w=2.1512  (raw=2.3899  ‖ΔR‖=1.243e+01  ‖Δu‖=5.199e+00)
  [PT] w=2.2225  (raw=2.8639  ‖ΔR‖=1.057e+01  ‖Δu‖=3.692e+00)
[Adam] ep= 1460  total=1.037e-01  PDE=1.542e-02 [colloc=1.410e-02, cfd=1.320e-03] (w=2.573)  IN=6.855e-03 (w=0.940)  TB=2.551e-03 (w=0.680)  WALL=4.984e-16 (w=0.200)  OUT=1.972e-03 (w=1.036)  DATA=1.051e-02 (w=5.121)
  [PT] w=2.1666  (raw=1.6637  ‖ΔR‖=1.463e+01  ‖Δu‖=8.797e+00)
  [PT] w=2.1735  (raw=2.2359  ‖ΔR‖=1.142e+01  ‖Δu‖=5.107e+00)
  [PT] w=2.1348  (raw=1.7860  ‖ΔR‖=1.083e+01  ‖Δu‖=6.066e+00)
  [PT] w=2.1116  (raw=1.9032  ‖ΔR‖=1.610e+01  ‖Δu‖=8.459e+00)
  [PT] w=2.1074  (raw=2.0701  ‖ΔR‖=9.230e+00  ‖Δu‖=4.459e+00)
  [PT] w=2.0253  (raw=1.2858  ‖ΔR‖=8.765e+00  ‖Δu‖=6.817e+00)
  [PT] w=1.9793  (raw=1.5653  ‖ΔR‖=1.536e+01  ‖Δu‖=9.810e+00)
  [PT] w=2.0142  (raw=2.3285  ‖ΔR‖=1.187e+01  ‖Δu‖=5.096e+00)
  [PT] w=1.9460  (raw=1.3318  ‖ΔR‖=1.008e+01  ‖Δu‖=7.565e+00)
  [PT] w=1.9709  (raw=2.1952  ‖ΔR‖=1.922e+01  ‖Δu‖=8.754e+00)
  [PT] w=1.9614  (raw=1.8763  ‖ΔR‖=9.007e+00  ‖Δu‖=4.801e+00)
  [PT] w=1.9629  (raw=1.9765  ‖ΔR‖=1.014e+01  ‖Δu‖=5.130e+00)
  [PT] w=1.8967  (raw=1.3007  ‖ΔR‖=1.561e+01  ‖Δu‖=1.200e+01)
  [PT] w=1.9455  (raw=2.3842  ‖ΔR‖=1.116e+01  ‖Δu‖=4.679e+00)
  [PT] w=1.9048  (raw=1.5392  ‖ΔR‖=1.003e+01  ‖Δu‖=6.515e+00)
  [PT] w=1.9198  (raw=2.0547  ‖ΔR‖=1.486e+01  ‖Δu‖=7.234e+00)
  [PT] w=1.9374  (raw=2.0958  ‖ΔR‖=8.852e+00  ‖Δu‖=4.224e+00)
  [PT] w=1.8914  (raw=1.4769  ‖ΔR‖=9.352e+00  ‖Δu‖=6.332e+00)
  [PT] w=1.8463  (raw=1.4406  ‖ΔR‖=1.498e+01  ‖Δu‖=1.040e+01)
  [PT] w=1.9044  (raw=2.4278  ‖ΔR‖=1.343e+01  ‖Δu‖=5.531e+00)
[Adam] ep= 1480  total=1.121e-01  PDE=2.251e-02 [colloc=2.065e-02, cfd=1.861e-03] (w=2.620)  IN=2.777e-03 (w=0.983)  TB=2.491e-03 (w=0.717)  WALL=8.908e-16 (w=0.200)  OUT=1.948e-03 (w=0.843)  DATA=8.847e-03 (w=5.303)
  [PT] w=1.8456  (raw=1.3162  ‖ΔR‖=9.445e+00  ‖Δu‖=7.176e+00)
  [PT] w=1.9050  (raw=2.4392  ‖ΔR‖=1.728e+01  ‖Δu‖=7.086e+00)
  [PT] w=1.9219  (raw=2.0738  ‖ΔR‖=1.057e+01  ‖Δu‖=5.097e+00)
  [PT] w=1.8605  (raw=1.3083  ‖ΔR‖=7.950e+00  ‖Δu‖=6.076e+00)
  [PT] w=1.8093  (raw=1.3488  ‖ΔR‖=1.357e+01  ‖Δu‖=1.006e+01)
  [PT] w=1.8823  (raw=2.5387  ‖ΔR‖=1.438e+01  ‖Δu‖=5.663e+00)
  [PT] w=1.8363  (raw=1.4222  ‖ΔR‖=8.752e+00  ‖Δu‖=6.154e+00)
  [PT] w=1.8314  (raw=1.7874  ‖ΔR‖=1.259e+01  ‖Δu‖=7.045e+00)
  [PT] w=1.8469  (raw=1.9869  ‖ΔR‖=1.249e+01  ‖Δu‖=6.288e+00)
  [PT] w=1.7788  (raw=1.1653  ‖ΔR‖=9.466e+00  ‖Δu‖=8.123e+00)
  [PT] w=1.7237  (raw=1.2276  ‖ΔR‖=1.372e+01  ‖Δu‖=1.118e+01)
  [PT] w=1.8180  (raw=2.6674  ‖ΔR‖=1.490e+01  ‖Δu‖=5.587e+00)
  [PT] w=1.7558  (raw=1.1954  ‖ΔR‖=7.936e+00  ‖Δu‖=6.639e+00)
  [PT] w=1.8425  (raw=2.6232  ‖ΔR‖=1.812e+01  ‖Δu‖=6.909e+00)
  [PT] w=1.8259  (raw=1.6768  ‖ΔR‖=1.042e+01  ‖Δu‖=6.211e+00)
  [PT] w=1.8925  (raw=2.4914  ‖ΔR‖=1.284e+01  ‖Δu‖=5.152e+00)
  [PT] w=1.8375  (raw=1.3431  ‖ΔR‖=1.326e+01  ‖Δu‖=9.874e+00)
  [PT] w=1.8112  (raw=1.5741  ‖ΔR‖=1.223e+01  ‖Δu‖=7.767e+00)
  [PT] w=1.7859  (raw=1.5583  ‖ΔR‖=1.312e+01  ‖Δu‖=8.420e+00)
  [PT] w=1.7964  (raw=1.8910  ‖ΔR‖=8.798e+00  ‖Δu‖=4.652e+00)
[Adam] ep= 1500  total=1.003e-01  PDE=1.527e-02 [colloc=1.374e-02, cfd=1.525e-03] (w=2.691)  IN=3.886e-03 (w=1.007)  TB=3.209e-03 (w=0.765)  WALL=4.982e-16 (w=0.200)  OUT=6.530e-04 (w=0.488)  DATA=9.426e-03 (w=5.577)
  [PT] w=1.8373  (raw=2.2048  ‖ΔR‖=1.610e+01  ‖Δu‖=7.300e+00)
  [PT] w=1.8326  (raw=1.7906  ‖ΔR‖=1.132e+01  ‖Δu‖=6.319e+00)
  [PT] w=1.9489  (raw=2.9957  ‖ΔR‖=1.388e+01  ‖Δu‖=4.632e+00)
  [PT] w=1.9717  (raw=2.1773  ‖ΔR‖=1.166e+01  ‖Δu‖=5.354e+00)
  [PT] w=1.9719  (raw=1.9734  ‖ΔR‖=1.873e+01  ‖Δu‖=9.491e+00)
  [PT] w=1.8666  (raw=0.9189  ‖ΔR‖=8.741e+00  ‖Δu‖=9.512e+00)
  [PT] w=1.8720  (raw=1.9200  ‖ΔR‖=2.138e+01  ‖Δu‖=1.113e+01)
  [PT] w=1.9018  (raw=2.1704  ‖ΔR‖=8.515e+00  ‖Δu‖=3.923e+00)
  [PT] w=1.8885  (raw=1.7688  ‖ΔR‖=2.639e+01  ‖Δu‖=1.492e+01)
  [PT] w=1.7834  (raw=0.8374  ‖ΔR‖=6.545e+00  ‖Δu‖=7.816e+00)
  [PT] w=1.9419  (raw=3.3687  ‖ΔR‖=2.336e+01  ‖Δu‖=6.934e+00)
  [PT] w=1.9538  (raw=2.0608  ‖ΔR‖=1.822e+01  ‖Δu‖=8.843e+00)
  [PT] w=1.9305  (raw=1.7212  ‖ΔR‖=1.024e+01  ‖Δu‖=5.948e+00)
  [PT] w=2.0220  (raw=2.8450  ‖ΔR‖=2.837e+01  ‖Δu‖=9.971e+00)
  [PT] w=2.0358  (raw=2.1597  ‖ΔR‖=8.201e+00  ‖Δu‖=3.797e+00)
  [PT] w=2.0791  (raw=2.4688  ‖ΔR‖=1.931e+01  ‖Δu‖=7.821e+00)
  [PT] w=2.0953  (raw=2.2413  ‖ΔR‖=2.131e+01  ‖Δu‖=9.507e+00)
  [PT] w=1.9800  (raw=0.9426  ‖ΔR‖=9.121e+00  ‖Δu‖=9.676e+00)
  [PT] w=1.9820  (raw=1.9994  ‖ΔR‖=2.623e+01  ‖Δu‖=1.312e+01)
  [PT] w=2.3550  (raw=5.7129  ‖ΔR‖=1.011e+01  ‖Δu‖=1.769e+00)
[Adam] ep= 1520  total=1.492e-01  PDE=2.411e-02 [colloc=2.284e-02, cfd=1.270e-03] (w=2.822)  IN=3.656e-03 (w=0.914)  TB=2.796e-03 (w=0.720)  WALL=9.537e-16 (w=0.200)  OUT=2.742e-04 (w=0.307)  DATA=1.334e-02 (w=5.674)
  [PT] w=2.2913  (raw=1.7180  ‖ΔR‖=1.898e+01  ‖Δu‖=1.105e+01)
  [PT] w=2.1975  (raw=1.3527  ‖ΔR‖=1.444e+01  ‖Δu‖=1.067e+01)
  [PT] w=2.3051  (raw=3.2736  ‖ΔR‖=1.950e+01  ‖Δu‖=5.958e+00)
  [PT] w=2.3253  (raw=2.5073  ‖ΔR‖=1.246e+01  ‖Δu‖=4.968e+00)
  [PT] w=2.4116  (raw=3.1880  ‖ΔR‖=9.633e+00  ‖Δu‖=3.022e+00)
  [PT] w=2.4713  (raw=3.0089  ‖ΔR‖=2.268e+01  ‖Δu‖=7.539e+00)
  [PT] w=2.3183  (raw=0.9409  ‖ΔR‖=5.987e+00  ‖Δu‖=6.363e+00)
  [PT] w=2.3466  (raw=2.6013  ‖ΔR‖=1.958e+01  ‖Δu‖=7.526e+00)
  [PT] w=2.2193  (raw=1.0740  ‖ΔR‖=5.556e+00  ‖Δu‖=5.173e+00)
  [PT] w=2.1691  (raw=1.7168  ‖ΔR‖=2.548e+01  ‖Δu‖=1.484e+01)
  [PT] w=2.0520  (raw=0.9988  ‖ΔR‖=7.645e+00  ‖Δu‖=7.655e+00)
  [PT] w=2.2258  (raw=3.7899  ‖ΔR‖=2.368e+01  ‖Δu‖=6.247e+00)
  [PT] w=2.2446  (raw=2.4139  ‖ΔR‖=1.991e+01  ‖Δu‖=8.248e+00)
  [PT] w=2.1568  (raw=1.3663  ‖ΔR‖=1.142e+01  ‖Δu‖=8.360e+00)
  [PT] w=2.1720  (raw=2.3089  ‖ΔR‖=1.867e+01  ‖Δu‖=8.086e+00)
  [PT] w=2.5105  (raw=5.5572  ‖ΔR‖=2.796e+01  ‖Δu‖=5.031e+00)
  [PT] w=2.7578  (raw=4.9835  ‖ΔR‖=1.342e+01  ‖Δu‖=2.694e+00)
  [PT] w=2.6581  (raw=1.7608  ‖ΔR‖=4.830e+00  ‖Δu‖=2.743e+00)
  [PT] w=2.7390  (raw=3.4668  ‖ΔR‖=1.572e+01  ‖Δu‖=4.534e+00)
  [PT] w=2.8552  (raw=3.9009  ‖ΔR‖=2.521e+01  ‖Δu‖=6.462e+00)
[Adam] ep= 1540  total=1.146e-01  PDE=1.913e-02 [colloc=1.554e-02, cfd=3.582e-03] (w=3.035)  IN=4.126e-03 (w=0.844)  TB=2.980e-03 (w=0.709)  WALL=4.146e-16 (w=0.200)  OUT=4.540e-04 (w=0.215)  DATA=9.908e-03 (w=5.130)
  [PT] w=2.7516  (raw=1.8193  ‖ΔR‖=9.585e+00  ‖Δu‖=5.269e+00)
  [PT] w=2.6327  (raw=1.5625  ‖ΔR‖=6.497e+00  ‖Δu‖=4.158e+00)
  [PT] w=2.9483  (raw=5.7886  ‖ΔR‖=1.515e+01  ‖Δu‖=2.616e+00)
  [PT] w=2.8195  (raw=1.6607  ‖ΔR‖=1.968e+01  ‖Δu‖=1.185e+01)
  [PT] w=2.6413  (raw=1.0377  ‖ΔR‖=7.533e+00  ‖Δu‖=7.260e+00)
  [PT] w=2.7446  (raw=3.6740  ‖ΔR‖=1.502e+01  ‖Δu‖=4.088e+00)
  [PT] w=2.7557  (raw=2.8559  ‖ΔR‖=1.887e+01  ‖Δu‖=6.606e+00)
  [PT] w=2.7109  (raw=2.3075  ‖ΔR‖=1.107e+01  ‖Δu‖=4.799e+00)
  [PT] w=2.7959  (raw=3.5606  ‖ΔR‖=1.540e+01  ‖Δu‖=4.326e+00)
  [PT] w=2.9837  (raw=4.6740  ‖ΔR‖=1.591e+01  ‖Δu‖=3.404e+00)
  [PT] w=3.0186  (raw=3.3328  ‖ΔR‖=1.094e+01  ‖Δu‖=3.282e+00)
  [PT] w=3.2115  (raw=4.9471  ‖ΔR‖=1.407e+01  ‖Δu‖=2.844e+00)
  [PT] w=3.2678  (raw=3.7745  ‖ΔR‖=1.920e+01  ‖Δu‖=5.086e+00)
  [PT] w=3.1026  (raw=1.6159  ‖ΔR‖=8.444e+00  ‖Δu‖=5.225e+00)
  [PT] w=3.0595  (raw=2.6713  ‖ΔR‖=1.423e+01  ‖Δu‖=5.327e+00)
  [PT] w=3.0681  (raw=3.1462  ‖ΔR‖=2.186e+01  ‖Δu‖=6.948e+00)
  [PT] w=2.9338  (raw=1.7247  ‖ΔR‖=1.171e+01  ‖Δu‖=6.792e+00)
  [PT] w=2.8370  (raw=1.9661  ‖ΔR‖=8.993e+00  ‖Δu‖=4.574e+00)
  [PT] w=2.9108  (raw=3.5743  ‖ΔR‖=1.926e+01  ‖Δu‖=5.387e+00)
  [PT] w=2.8375  (raw=2.1786  ‖ΔR‖=1.868e+01  ‖Δu‖=8.574e+00)
[Adam] ep= 1560  total=1.013e-01  PDE=1.546e-02 [colloc=1.414e-02, cfd=1.325e-03] (w=2.935)  IN=3.838e-03 (w=0.913)  TB=3.732e-03 (w=0.771)  WALL=6.360e-16 (w=0.200)  OUT=1.782e-04 (w=0.225)  DATA=9.501e-03 (w=5.206)
  [PT] w=2.7448  (raw=1.9102  ‖ΔR‖=1.141e+01  ‖Δu‖=5.973e+00)
  [PT] w=2.8780  (raw=4.0767  ‖ΔR‖=1.216e+01  ‖Δu‖=2.982e+00)
  [PT] w=2.8104  (raw=2.2024  ‖ΔR‖=1.914e+01  ‖Δu‖=8.691e+00)
  [PT] w=2.7186  (raw=1.8925  ‖ΔR‖=1.389e+01  ‖Δu‖=7.339e+00)
  [PT] w=2.8434  (raw=3.9661  ‖ΔR‖=1.358e+01  ‖Δu‖=3.423e+00)
  [PT] w=2.7880  (raw=2.2894  ‖ΔR‖=1.613e+01  ‖Δu‖=7.044e+00)
  [PT] w=2.6878  (raw=1.7863  ‖ΔR‖=1.346e+01  ‖Δu‖=7.535e+00)
  [PT] w=2.6967  (raw=2.7771  ‖ΔR‖=1.285e+01  ‖Δu‖=4.628e+00)
  [PT] w=2.7628  (raw=3.3578  ‖ΔR‖=1.462e+01  ‖Δu‖=4.353e+00)
  [PT] w=2.6462  (raw=1.5967  ‖ΔR‖=1.114e+01  ‖Δu‖=6.980e+00)
  [PT] w=2.5620  (raw=1.8035  ‖ΔR‖=1.067e+01  ‖Δu‖=5.917e+00)
  [PT] w=2.9481  (raw=6.4230  ‖ΔR‖=1.812e+01  ‖Δu‖=2.822e+00)
  [PT] w=2.8781  (raw=2.2480  ‖ΔR‖=9.843e+00  ‖Δu‖=4.379e+00)
  [PT] w=2.7751  (raw=1.8487  ‖ΔR‖=9.801e+00  ‖Δu‖=5.302e+00)
  [PT] w=2.9126  (raw=4.1498  ‖ΔR‖=1.739e+01  ‖Δu‖=4.189e+00)
  [PT] w=2.9617  (raw=3.4035  ‖ΔR‖=1.040e+01  ‖Δu‖=3.055e+00)
  [PT] w=2.9161  (raw=2.5056  ‖ΔR‖=6.685e+00  ‖Δu‖=2.668e+00)
  [PT] w=2.9675  (raw=3.4305  ‖ΔR‖=1.500e+01  ‖Δu‖=4.373e+00)
  [PT] w=3.0343  (raw=3.6358  ‖ΔR‖=8.789e+00  ‖Δu‖=2.417e+00)
  [PT] w=3.1002  (raw=3.6934  ‖ΔR‖=6.924e+00  ‖Δu‖=1.875e+00)
[Adam] ep= 1580  total=9.530e-02  PDE=1.532e-02 [colloc=1.225e-02, cfd=3.070e-03] (w=2.801)  IN=5.007e-03 (w=1.019)  TB=3.317e-03 (w=0.794)  WALL=4.079e-16 (w=0.200)  OUT=1.923e-04 (w=0.219)  DATA=8.321e-03 (w=5.360)
  [PT] w=3.1136  (raw=3.2341  ‖ΔR‖=1.409e+01  ‖Δu‖=4.357e+00)
  [PT] w=2.9272  (raw=1.2491  ‖ΔR‖=4.338e+00  ‖Δu‖=3.473e+00)
  [PT] w=3.0398  (raw=4.0531  ‖ΔR‖=9.664e+00  ‖Δu‖=2.384e+00)
  [PT] w=2.8278  (raw=0.9199  ‖ΔR‖=1.159e+01  ‖Δu‖=1.260e+01)
  [PT] w=2.7779  (raw=2.3285  ‖ΔR‖=1.063e+01  ‖Δu‖=4.563e+00)
